"GEMS OPTOMETRY TARIFFS
WITH EFFECT FROM 2026-01-01",,070 - Network Optometrists,
Tariff Code,Tariff Description,2026 Tariff values,Flag
86EC052,Eterna 1.6 Clear,"R3,597.30",
86EC125,Eterna SmartShades 1.56,"R4,442.50",
86EC143,Eterna 1.67 Clear,"R5,577.60",
86EC153,Eterna 1.74 Clear,"R8,427.30",
86EC156,Eterna SmartShades 1.67,"R7,340.50",
86EC166,Eterna SmartShades 1.61,"R5,601.70",
86EL01C,Excellence Clarity Mobile 1.67 Transitions Xtractive Polarized UC,"R8,667.60",
86EL02C,Excellence Clarity 1.67 Transitions Xtractive Polarized UC,"R10,503.00",
86EL03C,Excellence Quantum 1.67 Transitions Xtractive Polarized UC,"R12,067.00",
86EL07D,Excellence Clarity Mobile 1.50 BlueBlock UV420 UC,"R2,922.20",
86EL089,Excellence Clarity 1.67 Polarized UC,"R8,485.90",
86EL08D,Excellence Clarity 1.50 BlueBlock UV420 UC,"R3,545.50",
86EL099,Excellence Quantum 1.67 Polarized UC,"R9,925.70",
86EL09B,Excellence Clarity Mobile 1.53 Transitions Xtractive Polarized UC,"R7,414.10",
86EL09D,Excellence Quantum 1.50 BlueBlock UV420 UC,"R4,458.60",
86EL109,Excellence Infinity 1.67 Polarized UC,"R11,436.80",
86EL10A,Excellence Clarity Mobile 1.50 Transitions Xtractive Polarized UC,"R5,907.60",
86EL10B,Excellence Clarity Mobile 1.60 Transitions Xtractive Polarized UC,"R7,395.70",
86EL11A,Excellence Clarity 1.50 Transitions Xtractive Polarized UC,"R7,278.40",
86EL11B,Excellence Clarity 1.53 Transitions Xtractive Polarized UC,"R8,778.00",
86EL12A,Excellence Clarity 1.50 Drivewear UC,"R6,218.10",
86EL12B,Excellence Clarity 1.53 Drivewear UC,"R7,524.50",
86EL13A,Excellence Quantum 1.50 Transitions Xtractive Polarized UC,"R8,170.80",
86EL13B,Excellence Clarity 1.60 Transitions Xtractive Polarized UC,"R8,897.60",
86EL14A,Excellence Quantum 1.50 Drivewear UC,"R7,039.20",
86EL14B,Excellence Quantum 1.53 Transitions Xtractive Polarized UC,"R10,121.20",
86EL15B,Excellence Quantum 1.53 Drivewear UC,"R8,699.80",
86EL15E,Excellence Clarity Mobile 1.60 BlueBlock UV420 UC,"R4,414.90",
86EL16B,Excellence Quantum 1.60 Transitions Xtractive Polarized UC,"R10,024.60",
86EL16E,Excellence Clarity 1.60 BlueBlock UV420 UC,"R4,939.30",
86EL17E,Excellence Quantum 1.60 BlueBlock UV420 UC,"R5,806.40",
86EL18E,Excellence Infinity 1.60 BlueBlock UV420 UC,"R8,849.30",
86EL197,Excellence Clarity 1.50 Polarized / Polarized Gradient UC,"R5,456.80",
86EL207,Excellence Quantum 1.50 Polarized / Polarized Gradient UC,"R5,992.70",
86EL217,Excellence Infinity 1.50 Polarized Grey / Brown UC,"R8,216.80",
86EL334,eLab Image 1.50 Transitions GEN S / XTRActive UC,"R3,009.60",
86EL338,Excellence Clarity 1.53 Polarized UC,"R7,126.60",
86EL344,eLab FreeForm Alpha L/M/S 1.50 Transitions GEN S / XTRActive UC,"R2,722.10",
86EL348,Excellence Clarity 1.60 Polarized UC,"R7,087.50",
86EL354,eLab FreeForm Premium L/M/S 1.50 Transitions GEN S / XTRActive UC,"R3,032.60",
86EL358,Excellence Quantum 1.53 Polarized UC,"R8,025.90",
86EL364,eLab FreeForm Lifestyle I 1.50 Transitions GEN S / XTRActive UC,"R3,448.90",
86EL368,Excellence Quantum 1.60 Polarized UC,"R8,115.60",
86EL374,eLab HD L/S 1.50 Transitions GEN S / XTRActive UC,"R3,865.20",
86EL378,Excellence Infinity 1.60 Polarized UC,"R10,174.10",
86EL384,Excellence Clarity Mobile 1.50 Transitions GEN S / XTRActive UC,"R4,851.90",
86EL394,Excellence Clarity 1.50 Photochromic UC,"R5,341.80",
86EL404,Excellence Clarity 1.50 Transitions GEN S / XTRActive UC,"R5,946.70",
86EL414,Excellence Quantum 1.50 Photochromic UC,"R5,969.70",
86EL416,eLab Image 1.67 Transitions GEN S Grey UC,"R5,332.60",
86EL424,Excellence Quantum 1.50 Transitions GEN S / XTRActive UC,"R6,659.70",
86EL426,eLab FreeForm Alpha L/M/S 1.67 Transitions GEN S / XTRActive UC,"R4,587.40",
86EL434,Excellence Infinity 1.50 Transitions GEN S / XTRActive UC,"R8,212.20",
86EL436,eLab FreeForm Alpha L/M/S 1.74 Transitions GEN S / XTRActive UC,"R8,531.90",
86EL446,eLab FreeForm Premium L/M/S 1.67 Transitions GEN S / XTRActive UC,"R5,652.30",
86EL456,eLab FreeForm Premium L/M/S 1.74 Transitions GEN S / XTRActive UC,"R10,390.30",
86EL461,Excellence Clarity Mobile 1.50 Clear UC,"R2,795.70",
86EL466,eLab FreeForm Lifestyle I 1.67 Transitions GEN S / XTRActive UC,"R6,328.50",
86EL471,Excellence Clarity 1.50 Clear UC,"R3,294.80",
86EL476,eLab FreeForm Lifestyle I 1.74 Transitions GEN S / XTRActive UC,"R11,540.30",
86EL481,Excellence Quantum 1.50 Clear UC,"R4,320.60",
86EL486,eLab HD L/S 1.67 Transitions GEN S / XTRActive UC,"R7,007.00",
86EL491,Excellence Infinity 1.50 Clear UC,"R5,424.60",
86EL496,Excellence Clarity Mobile 1.67 Transitions GEN S / XTRActive UC,"R7,110.50",
86EL506,Excellence Clarity Mobile 1.74 Transitions GEN S / XTRActive UC,"R8,778.00",
86EL516,Excellence Clarity 1.67 Photochromic UC,"R8,035.10",
86EL526,Excellence Clarity 1.67 Transitions GEN S / XTRActive UC,"R8,720.50",
86EL536,Excellence Clarity 1.74 Transitions GEN S / XTRActive UC,"R9,776.20",
86EL546,Excellence Quantum 1.67 Photochromic UC,"R9,067.80",
86EL556,Excellence Quantum 1.67 Transitions GEN S / XTRActive UC,"R9,967.10",
86EL566,Excellence Quantum 1.74 Transitions GEN S / XTRActive UC,"R10,629.50",
86EL576,Excellence Infinity 1.67 Transitions GEN S / XTRActive UC,"R11,308.00",
86EL586,Excellence Infinity 1.74 Transitions GEN S / XTRActive UC,"R15,429.60",
86EL623,eLab Image 1.67 Clear UC,"R3,368.40",
86EL633,Excellence Clarity Mobile 1.67 Clear UC,"R5,022.10",
86EL643,Excellence Clarity Mobile 1.74 Clear UC,"R7,561.30",
86EL653,Excellence Clarity 1.67 Clear UC,"R6,001.90",
86EL663,Excellence Clarity 1.74 Clear UC,"R8,462.90",
86EL673,Excellence Quantum 1.67 Clear UC,"R7,490.00",
86EL683,Excellence Quantum 1.74 Clear UC,"R9,619.80",
86EL692,Excellence Clarity Mobile 1.53 Clear UC,"R4,203.30",
86EL693,Excellence Infinity 1.67 Clear UC,"R9,458.80",
86EL702,Excellence Clarity Mobile 1.60 Clear UC,"R4,267.70",
86EL703,Excellence Infinity 1.74 Clear UC,"R13,350.40",
86EL712,Excellence Clarity 1.53 Clear UC,"R4,739.20",
86EL722,Excellence Clarity 1.60 Clear UC,"R4,739.20",
86EL732,Excellence Quantum 1.53 Clear UC,"R5,617.80",
86EL742,Excellence Quantum 1.60 Clear UC,"R5,624.70",
86EL752,Excellence Infinity 1.53 Clear UC,"R8,138.60",
86EL762,Excellence Infinity 1.60 Clear UC,"R8,481.30",
86EL865,eLab FreeForm Alpha L/M/S 1.53 Transitions GEN S / XTRActive UC,"R3,632.90",
86EL875,eLab FreeForm Alpha L/M/S 1.60 Transitions GEN S / XTRActive UC,"R3,971.00",
86EL885,eLab FreeForm Premium L/M/S 1.53 Transitions GEN S / XTRActive UC,"R4,035.40",
86EL895,eLab FreeForm Premium L/M/S 1.60 Transitions GEN S / XTRActive UC,"R4,904.80",
86EL905,eLab FreeForm Lifestyle I 1.53 Transitions GEN S / XTRActive UC,"R4,552.90",
86EL915,eLab FreeForm Lifestyle I 1.60 Transitions GEN S / XTRActive UC,"R5,509.70",
86EL925,eLab HD L/S 1.53 Transitions GEN S / XTRActive UC,"R5,369.40",
86EL935,eLab HD L/S 1.60 Transitions GEN S / XTRActive UC,"R6,110.00",
86EL945,Excellence Clarity Mobile 1.53 Transitions GEN S / XTRActive UC,"R6,091.60",
86EL955,Excellence Clarity Mobile 1.60 Transitions GEN S / XTRActive UC,"R6,020.30",
86EL965,Excellence Clarity 1.53 Transitions GEN S / XTRActive UC,"R7,126.60",
86EL975,Excellence Clarity 1.60 Photochromic UC,"R6,512.50",
86EL985,Excellence Clarity 1.60 Transitions GEN S / XTRActive UC,"R7,255.40",
86EL995,Excellence Quantum 1.53 Transitions GEN S / XTRActive UC,"R8,285.80",
86ELA05,Excellence Quantum 1.60 Photochromic UC,"R7,372.70",
86ELA15,Excellence Quantum 1.60 Transitions GEN S / XTRActive UC,"R8,175.40",
86ELA25,Excellence Infinity 1.53 Transitions GEN S / XTRActive UC,"R10,197.10",
86ELA35,Excellence Infinity 1.60 Transitions GEN S / XTRActive UC,"R10,001.60",
86EM153,ELL 1.61 MR8 Endless Pilot Clear UC,"R2,293.90",
86EM15Q,ELL 1.67 MR7 Endless Sport Polarised UC,"R5,517.40",
86EM16Q,ELL 1.61 MR8 Endless Sport Polarised UC,"R4,990.80",
86ES02A,Varilux Physio Extensee 1.50 Transitions Xtractive Polarized (REG/SH/FIT),"R13,424.00",
86ES02B,Varilux Physio Extensee 1.60 Transitions Xtractive Polarized (REG/SH/FIT),"R15,215.70",
86ES02C,Varilux Physio Extensee 1.67 Transitions Xtractive Polarized (REG/SH/FIT),"R16,800.40",
86ES03A,Varilux Physio Extensee Track 1.50 Transitions Xtractive Polarized,"R6,172.10",
86ES03B,Varilux Physio Extensee Track 1.60 Transitions Xtractive Polarized,"R15,868.90",
86ES03C,Varilux Physio Extensee Track 1.67 Transitions Xtractive Polarized,"R17,518.00",
86ES089,Varilux Physio Extensee 1.67 Xperio Sun Polarized (REG/SH/FIT),"R9,546.20",
86ES099,Varilux Physio Extensee Track 1.67 Xperio Sun Polarized,"R9,971.70",
86ES287,Varilux Physio Extensee 1.50 Xperio Sun Polarized (REG/SH/FIT),"R5,891.50",
86ES297,Varilux Physio Extensee Track 1.50 Xperio Sun Polarized,"R5,530.40",
86ES358,Varilux Physio Extensee 1.59 Xperio Sun Polarized (REG/SH/FIT),"R7,805.10",
86ES368,Varilux Physio Extensee 1.60 Xperio Sun Polarized (REG/SH/FIT),"R7,754.50",
86ES378,Varilux Physio Extensee Track 1.59 Xperio Sun Polarized,"R8,163.90",
86ES388,Varilux Physio Extensee Track 1.60 Xperio Sun Polarized,"R8,108.70",
86ES731,Varilux Physio Extensee 1.50 Clear (REG/SH/FIT),"R3,437.40",
86ES741,Varilux Physio Extensee 1.50 Blue UV Capture Clear (REG/SH/FIT),"R3,437.40",
86ES751,Varilux Physio Extensee Track 1.50 Clear,"R3,619.10",
86ES761,Varilux Physio Extensee Track 1.50 Blue UV Capture Clear,"R7,163.40",
86ES873,Varilux Physio Extensee 1.67 Clear (REG/SH/FIT),"R6,604.50",
86ES883,Varilux Physio Extensee 1.67 Blue UV Capture Clear (REG/SH/FIT),"R6,604.50",
86ES893,Varilux Physio Extensee 1.74 Clear (REG/SH/FIT),"R9,272.50",
86ES903,Varilux Physio Extensee Track 1.67 Clear,"R6,915.00",
86ES913,Varilux Physio Extensee Track 1.67 Blue UV Capture Clear,"R6,915.00",
86ES923,Varilux Physio Extensee Track 1.74 Clear,"R9,691.10",
86ESB06,Varilux Physio Extensee 1.67 Transitions GEN S (REG/SH/FIT),"R11,089.50",
86ESB16,Varilux Physio Extensee 1.67 Transitions Xtractive NG (REG/SH/FIT),"R11,068.80",
86ESB26,Varilux Physio Extensee 1.74 Transitions GEN S (REG/SH/FIT),"R14,988.00",
86ESB36,Varilux Physio Extensee Track 1.67 Transitions GEN S,"R11,577.10",
86ESB46,Varilux Physio Extensee Track 1.67 Transitions Xtractive NG,"R11,556.40",
86ESB54,Varilux Physio Extensee 1.50 Transitions GEN S (REG/SH/FIT),"R6,846.00",
86ESB56,Varilux Physio Extensee Track 1.74 Transitions GEN S,"R15,632.00",
86ESB64,Varilux Physio Extensee 1.50 Transitions Xtractive NG (REG/SH/FIT),"R6,818.40",
86ESB74,Varilux Physio Extensee Track 1.50 Transitions GEN S,"R7,138.10",
86ESB84,Varilux Physio Extensee Track 1.50 Transitions Xtractive NG,"R14,005.90",
86ESE62,Varilux Physio Extensee 1.59 Clear (REG/SH/FIT),"R5,272.80",
86ESE72,Varilux Physio Extensee 1.59 Blue UV Capture Clear (REG/SH/FIT),"R5,272.80",
86ESE82,Varilux Physio Extensee 1.60 Clear (REG/SH/FIT),"R4,794.40",
86ESE92,Varilux Physio Extensee 1.60 Blue UV Capture Clear (REG/SH/FIT),"R4,794.40",
86ESF02,Varilux Physio Extensee Track 1.59 Clear,"R5,530.40",
86ESF12,Varilux Physio Extensee Track 1.59 Blue UV Capture Clear,"R5,530.40",
86ESF22,Varilux Physio Extensee Track 1.60 Clear,"R5,031.30",
86ESF32,Varilux Physio Extensee Track 1.60 Blue UV Capture Clear,"R5,031.30",
86ESJ95,Varilux Physio Extensee 1.59 Transitions GEN S (REG/SH/FIT),"R9,035.60",
86ESK05,Varilux Physio Extensee 1.60 Transitions GEN S (REG/SH/FIT),"R9,035.60",
86ESK15,Varilux Physio Extensee 1.60 Transitions Xtractive NG (REG/SH/FIT),"R9,014.90",
86ESK25,Varilux Physio Extensee Track 1.59 Transitions GEN S,"R9,445.00",
86ESK35,Varilux Physio Extensee Track 1.60 Transitions GEN S,"R9,445.00",
86ESK45,Varilux Physio Extensee Track 1.60 Transitions Xtractive NG,"R9,419.70",
86EW176,Easyview 1.67 Digital Boost Acclimates MT-1,"R4,514.40",
86EW186,Easyview PLUS Acclimates MT-1 1.67,"R3,365.40",
86EW196,Easyview HD Acclimates MT-1 1.67,"R3,862.90",
86EW254,Easyview 1.5 Digital Boost Acclimates MT-1,"R2,737.60",
86EW264,Easyview PLUS Acclimates MT-1 1.5,"R1,908.50",
86EW274,Easyview HD Acclimates MT-1 1.5,"R2,263.80",
86EW355,Easyview 1.6 Digital Boost Acclimates MT-1,"R3,566.80",
86EW365,Easyview PLUS Acclimates MT-1 1.6,"R2,619.20",
86EW375,Easyview HD Acclimates MT-1 1.60,"R3,003.00",
86FE094,Falcon Easy View DS 1.5 Transitions Uncoated,"R2,619.70",
86FE155,Falcon Easy View DS 1.59 Polycarb Transitions Uncoated,"R3,583.10",
86HY413,Hoyalux iD MySense 1.67 Eynoa Uncoated,"R9,741.70",
86HY423,Hoyalux iD MySense 1.74 Eyvia Uncoated,"R14,300.30",
86HY491,Hoyalux iD MySense UV 1.5 Uncoated,"R6,369.90",
86HY556,Hoyalux iD MySense 1.67 Eynoa Sensity 2 Uncoated,"R11,777.20",
86HY566,Hoyalux iD MySense 1.67 Eynoa Sensity Dark Uncoated,"R11,777.20",
86HY576,Hoyalux iD MySense 1.67 Eynoa Sensity Fast Uncoated,"R11,777.20",
86HY586,Hoyalux iD MySelf Profile 1.67 Eynoa Sensity 2 Uncoated,"R10,289.10",
86HY742,Hoyalux iD MySense 1.53 PNX Uncoated,"R7,600.40",
86HY752,Hoyalux iD MySense 1.60 Eyas 2.0 Uncoated,"R8,554.90",
86HY844,Hoyalux iD MySense 1.50 Sensity 2 Uncoated,"R8,481.30",
86HY854,Hoyalux iD MySense 1.5 Sensity Dark Uncoated,"R8,481.30",
86HY864,Hoyalux iD MySense 1.5 Sensity Fast Uncoated,"R8,481.30",
86HY874,Hoyalux iD MySense 1.5 Sensity Colours Uncoated,"R8,232.90",
86HYE55,Hoyalux iD MySense 1.53 PNX Sensity 2 Uncoated,"R9,856.70",
86HYE65,Hoyalux iD MySense 1.53 PNX Sensity Dark Uncoated,,
86HYE75,Hoyalux iD MySense 1.53 PNX Sensity Fast Uncoated,"R9,856.70",
86HYE85,Hoyalux iD MySense 1.60 Eyas 2.0 Sensity 2 Uncoated,"R10,670.90",
86HYE95,Hoyalux iD MySense 1.60 Eyas 2.0 Sensity Dark Uncoated,"R10,670.90",
86HYF05,Hoyalux iD MySense 1.60 Eyas 2.0 Sensity Fast Uncoated,"R10,670.90",
86HYF15,Hoyalux iD MySense 1.60 Eyas 2.0 Sensity Colours Uncoated,"R10,424.80",
86IS041,I Sight Performance HD 1.5 Transitions Polarised uncoated,"R3,979.00",
86IS051,I Sight DS 1.5 Transitions Polarised uncoated,"R2,676.00",
86IS061,I Sight HD 1.5 Transitions Polarised uncoated,"R2,676.00",
86KF02D,1.5 Incredible Signature MF UV420 BlueBlocker Uncoated,"R1,887.20",
86KF02F,1.67 Incredible Signature MF UV420 BlueBlocker Uncoated,"R3,614.50",
86KF03D,1.5 Inigma Signature MF UV420 BlueBlocker Uncoated,"R2,163.20",
86KF03F,1.67 Inigma Signature MF,"R3,635.20",
86KF04E,1.53 Incredible Signature MF UV420 BlueBlocker Uncoated,"R3,053.30",
86KF04F,1.67 Inigma Signature MF UV420 BlueBlocker Uncoated,"R4,065.30",
86KF05E,1.53 Inigma Signature MF UV420 BlueBlocker Uncoated,"R3,315.50",
86KF06E,1.6 Incredible Signature MF UV420 BlueBlocker Uncoated,"R3,258.00",
86KF073,1.67 Incredible Signature MF,"R3,225.80",
86KF07E,1.6 Inigma Signature MF UV420 BlueBlocker Uncoated,"R3,674.30",
86KF111,1.5 Incredible Signature MF,"R1,181.10",
86KF121,1.5 Inigma Signature MF,"R1,388.10",
86KF194,1.5 Incredible Signature MF Climateyes Uncoated,"R2,064.30",
86KF204,1.5 Inigma Signature MF Climateyes Uncoated,"R2,358.70",
86KF222,1.53 Incredible Signature MF,"R1,910.20",
86KF232,1.53 Inigma Signature MF,"R2,190.80",
86KF242,1.6 Incredible Signature MF,"R2,292.00",
86KF252,1.6 Inigma Signature MF,"R2,609.40",
86KF355,1.6 Incredible Signature MF Climateyes Uncoated,"R3,632.90",
86KF365,1.6 Inigma Signature MF Climateyes Uncoated,"R4,083.70",
86KL23Q,OAK OTD STD Cycle/Golf/Fish 1.59 Sun Grey Prizm PAL,"R2,445.30",
86LS423,Damar Lab Zview Digital 1.74 Clear Uncoated,,
86LW08D,1.50 Bio-DS Clear UV420 Uncoated,"R2,117.20",S
86LW13A,LW Retina FF 1.50 Relief DriveWear Uncoated,"R5,921.40",
86LW148,LW Retina FF 1.53 Align-HD Polar Uncoated,"R8,423.80",
86LW158,LW Retina FF 1.60 Align-HD Polar Uncoated,"R8,421.50",
86LW168,LW Retina FF 1.53 Relief Polar Uncoated,"R5,670.70",
86LW16E,1.60 Bio-DS Clear UV420 Uncoated,"R2,683.00",S
86LW178,LW Retina FF 1.60 Relief Polar Uncoated,"R5,663.80",
86LW188,1.59 Bio-DS Polar Uncoated,"R4,053.80",S
86LW198,1.60 Bio-DS Polar Uncoated,"R3,816.90",S
86LW317,LW Retina FF 1.50 Relief Polar Uncoated,"R5,015.20",
86LW327,LW Retina FF 1.50 Align-HD Polar Uncoated,"R8,030.50",
86LW603,1.67 Premium Plus Clear Uncoated,"R3,876.70",X
86LW613,1.67 Refine Clear Uncoated,"R4,364.30",
86LW623,1.67 Softline Clear Uncoated,"R4,518.40",X
86LW633,1.74 Softline Clear Uncoated,"R5,245.20",X
86LW641,LW Retina FF 1.50 Align-HD Clear Uncoated,"R4,978.40",
86LW643,LW Retina FF 1.67 Relief Clear Uncoated,"R4,808.20",
86LW651,LW Retina FF 1.50 Relief Clear Uncoated,"R3,240.80",
86LW653,LW Retina FF 1.74 Relief Clear Uncoated,"R5,824.80",
86LW661,1.50 Bio-DS Clear Uncoated,"R1,822.80",S
86LW663,LW Retina FF 1.67 Align-HD Clear Uncoated,"R7,368.10",
86LW671,LW Retina FF 1.50 Balance Clear Uncoated,"R2,458.80",X
86LW673,LW Retina FF 1.67 Nature Clear Uncoated,"R7,449.80",X
86LW681,1.50 Premium Plus Clear Uncoated,"R2,523.80",X
86LW691,1.50 Premium Clear Uncoated,R555.50,X
86LW701,1.50 Refine Clear Uncoated,"R2,933.70",
86LW711,1.50 Softline Clear Uncoated,"R3,067.10",X
86LW774,1.50 Premium-Plus Transitions Uncoated,"R4,396.50",X
86LW784,1.50 Refine Transitions Uncoated,"R4,526.50",
86LW794,1.50 Softline Photochromic Uncoated,"R5,037.10",X
86LW804,LW Retina FF 1.50 Relief Transitions / Xtractive Uncoated,"R4,978.40",S
86LW814,LW Retina FF 1.50 Relief Photochromic Uncoated,"R3,655.90",
86LW824,LW Retina FF 1.50 Align-HD Transitions / Xtractive Uncoated,"R7,818.90",S
86LW834,LW Retina FF 1.50 Pure-Health Photochromic Uncoated,"R8,115.60",S
86LW882,LW Retina FF 1.53 Align-HD Clear Uncoated,"R6,940.30",
86LW892,1.59 Bio-DS Clear Uncoated,"R2,600.20",S
86LW902,1.60 Premium Plus Clear Uncoated,"R2,883.60",X
86LW912,1.60 Refine Clear Uncoated,"R3,340.80",
86LW922,1.53 Bio-DS Clear Uncoated,"R2,485.20",S
86LW926,1.67 Bio-DS Transitions Uncoated,"R5,052.00",S
86LW932,LW Retina FF 1.53 Relief Clear Uncoated,"R4,764.50",
86LW936,1.74 Bio-DS Transitions Uncoated,"R6,321.60",S
86LW942,LW Retina FF 1.60 Relief Clear Uncoated,"R4,573.60",
86LW946,1.67 Premium-Plus Photochromic Uncoated,"R5,035.90",X
86LW952,LW Retina FF 1.60 Align-HD Clear Uncoated,"R6,737.90",
86LW956,1.67 Refine Photochromic Uncoated,"R5,341.80",
86LW962,LW Retina FF 1.60 Pure-Health Clear Uncoated,"R7,306.00",S
86LW966,1.67 Softline Photochromic Uncoated,"R5,884.60",X
86LW976,LW Retina FF 1.67 Relief Transitions Uncoated,"R5,705.20",
86LW986,LW Retina FF 1.67 Align-HD Transitions Uncoated,"R8,645.80",X
86LW996,LW Retina FF 1.67 Nature Photochromic Uncoated,"R8,846.30",X
86LWG35,1.56 Bio-Plus Photochromic UV420 Uncoated,"R2,526.60",X
86LWG45,1.59 Bio-DS Transitions Uncoated,"R3,936.50",S
86LWG55,1.59 Bio-DS Photochromic Uncoated,"R3,761.70",S
86LWG65,LW Retina FF 1.56 Balance Photochromic Uncoated,"R2,924.50",X
86LWG75,1.56 Premium Plus Photochromic Uncoated,"R2,757.80",X
86LWG85,1.60 Premium-Plus Photochromic Uncoated,"R4,407.50",X
86LWG95,1.56 Premium Photochromic Uncoated,"R1,622.70",X
86LWH05,1.56 Refine Photochromic Uncoated,"R3,320.10",
86LWH15,1.60 Refine Photochromic Uncoated,"R4,985.30",
86LWH25,LW Retina FF 1.53 Relief Transitions Uncoated,"R5,484.40",
86LWH35,LW Retina FF 1.60 Relief Transitions Uncoated,"R5,479.80",
86LWH45,LW Retina FF 1.56 Relief Photochromic Uncoated,"R3,605.30",
86LWH55,LW Retina FF 1.53 Align-HD Transitions Uncoated,"R8,331.80",
86LWH65,LW Retina FF 1.60 Align-HD Transitions Uncoated,"R8,315.70",
86LWH75,LW Retina FF 1.60 Nature Photochromic Uncoated,"R8,390.50",X
86LX00B,PHOTOPOLAR HD LIGHT2DARK FF (RUBY Design),"R2,913.00",S
86LX01B,PHOTOPOLAR HD LIGHT2DARK FF (RUBY Design),"R2,913.00",S
86PO001,FF GENERIC STANDARD 1.50 ULTRA SHORT/SHORT/REG,R0.00,
86PO002,FF GENERIC STANDARD 1.53 TRIVEX CLEAR ULTRA SHORT/SHORT/REG,R149.00,
86PO003,FF GENERIC STANDARD 1.67 ULTRA SHORT/SHORT/REG,R0.00,
86PO004,FF GENERIC STANDARD 1.50 TRANS 8 GREY/BROWN ULTRA SHORT/SHORT/REG,R284.10,
86PO005,FF GENERIC STANDARD 1.56 PHOTOCHROM GREY/BROWN ULTRA SHORT/SHORT/REG,R0.00,
86PO006,FF GENERIC STANDARD 1.67 PHOTOCHROM GREY/BROWN ULTRA SHORT/SHORT/REG,R97.20,
86PO007,FF GENERIC STANDARD 1.50 POLARIZED GREY/BROWN/G-15 ULTRA SHORT/SHORT/REG,R0.00,
86PO008,FF GENERIC STANDARD 1.60 POLARIZED GREY/BROWN/G-15 ULTRA SHORT/SHORT/REG,R356.60,
86PO009,FF GENERIC STANDARD 1.67 POLARIZED GREY/BROWN/G-15 ULTRA SHORT/SHORT/REG,"R1,030.50",
86PO00D,FF GENERIC STANDARD 1.50 UV 420 ULTRA SHORT/SHORT/REG,R0.00,
86PO00E,FF GENERIC STANDARD 1.59 POLYCARBONATE UV420++ ULTRA SHORT/SHORT/REG,R0.00,
86PO00F,FF GENERIC STANDARD 1.67 UV 420 ULTRA SHORT/SHORT/REG,R0.00,
86PO011,FF GENERIC DELUXE 1.50 ULTRA SHORT/SHORT/REG,R0.00,
86PO012,FF GENERIC STANDARD 1.59 POLYCARBONATE ULTRA SHORT/SHORT/REG,R0.00,
86PO013,FF GENERIC STANDARD 1.74 ULTRA SHORT/SHORT/REG,R149.00,
86PO014,FF GENERIC DELUXE 1.50 TRANS 8 GREY/BROWN ULTRA SHORT/SHORT/REG,R491.10,
86PO015,FF GENERIC STANDARD 1.59 POLYCARBONATE PHOTOGREY ULTRA SHORT/SHORT/REG,R76.50,
86PO016,FF GENERIC STANDARD 1.67 PHOTOGRGREY UV420++ BLU CUT ULTRA SHORT/SHORT/REG,R221.40,
86PO017,FF GENERIC DELUXE 1.50 POLARIZED GREY/BROWN/G-15 ULTRA SHORT/SHORT/REG,R0.00,
86PO018,FF GENERIC DELUXE 1.60 POLARIZED GREY/BROWN/G-15 ULTRA SHORT/SHORT/REG,R563.60,
86PO019,FF GENERIC DELUXE 1.67 POLARIZED GREY/BROWN/G-15 ULTRA SHORT/SHORT/REG,"R1,237.50",
86PO01D,FF GENERIC DELUXE 1.50 UV 420 ULTRA SHORT/SHORT/REG,R0.00,
86PO01E,FF GENERIC STANDARD 1.60 UV 420 ULTRA SHORT/SHORT/REG,R0.00,
86PO01F,FF GENERIC STANDARD 1.74 UV 420 ULTRA SHORT/SHORT/REG,R356.60,
86PO021,FF GENERIC SUPERIOR 1.50 ULTRA SHORT/SHORT/REG,R0.00,
86PO022,FF GENERIC STANDARD 1.59 POLYCARBONATE (TINTABLE),R0.00,
86PO023,FF GENERIC DELUXE 1.67 ULTRA SHORT/SHORT/REG,R0.00,
86PO024,FF GENERIC SUPERIOR 1.50 TRANS 8 GREY/BROWN ULTRA SHORT/SHORT/REG,R801.60,
86PO025,FF GENERIC STANDARD 1.60 PHOTOCHROM GREY/BROWN ULTRA SHORT/SHORT/REG,R0.00,
86PO026,FF GENERIC STANDARD 1.67 PHOTOBROWN UV420++ BLU CUT ULTRA SHORT/SHORT/REG,R221.40,
86PO027,FF GENERIC SUPERIOR 1.50 POLARIZED GREY/BROWN/G-15 ULTRA SHORT/SHORT/REG,R65.00,
86PO028,FF GENERIC SUPERIOR 1.60 POLARIZED GREY/BROWN/G-15 ULTRA SHORT/SHORT/REG,R874.10,
86PO029,FF GENERIC SUPERIOR 1.67 POLARIZED GREY/BROWN/G-15 ULTRA SHORT/SHORT/REG,"R1,548.00",
86PO02D,FF GENERIC SUPERIOR 1.50 UV 420 ULTRA SHORT/SHORT/REG,R0.00,
86PO02E,FF GENERIC DELUXE 1.59 POLYCARBONATE UV420++ ULTRA SHORT/SHORT/REG,R0.00,
86PO02F,FF GENERIC DELUXE 1.67 UV 420 ULTRA SHORT/SHORT/REG,R0.00,
86PO031,FF PRIME PRO HD 1.50 ULTRA SHORT/SHORT/REG,R0.00,
86PO032,FF GENERIC STANDARD 1.60 ULTRA SHORT/SHORT/REG,R0.00,
86PO033,FF GENERIC DELUXE 1.74 ULTRA SHORT/SHORT/REG,R356.00,
86PO034,FF PRIME PRO HD 1.50 TRANS 8 GREY/BROWN ULTRA SHORT/SHORT/REG,R539.40,
